Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Total Irr,Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W),Including Shade,Scaled For System,Better Shade Calc,Scaled 2,Diff,Ideal,Shaded Daily Output (W),Ideal Daily Output (W),Percentage
7,26,4,0,0,0,25,1.8,0.15,0,25,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,26,5,0,0,0,25,1.7,0.15,0,25,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,26,6,379,35,414,27,1.8,0.15,234.606,33.86,196.585,29.48775,334.391085,16.61950483,188.4651848,-145.9259002,2229.2739,41249.19738,58787.14968,0.7016703073
7,26,7,643,64,707,28,2.1,0.15,506.766,42.128,440.563,66.08445,749.397663,39.88123338,452.2531865,-297.1444765,4995.98442,41249.19738,58787.14968,0.7016703073
7,26,8,762,81,843,29,2.4,0.15,722.02,47.937,607.052,91.0578,1032.595452,58.32883986,661.449044,-371.146408,6883.96968,41249.19738,58787.14968,0.7016703073
7,26,9,0,116,116,29,2.5,0.15,110.782,31.825,91.251,13.68765,155.217951,91.251,1034.78634,879.568389,1034.78634,41249.19738,58787.14968,0.7016703073
7,26,10,501,325,826,30,2.7,0.15,852.093,51.002,687.816,103.1724,1169.975016,270.6297821,3068.941729,1898.966713,7799.83344,41249.19738,58787.14968,0.7016703073
7,26,11,486,329,815,30,2.9,0.15,828.983,49.708,669.882,669.882,7596.46188,669.882,7596.46188,0,7596.46188,41249.19738,58787.14968,0.7016703073
7,26,12,317,471,788,30,3.1,0.15,759.507,47.426,615.681,615.681,6981.82254,615.681,6981.82254,0,6981.82254,41249.19738,58787.14968,0.7016703073
7,26,13,380,424,804,30,3.3,0.15,713.18,45.849,583.246,583.246,6614.00964,583.246,6614.00964,0,6614.00964,41249.19738,58787.14968,0.7016703073
7,26,14,547,323,870,30,3.4,0.15,660.263,44.47,546.655,546.655,6199.0677,546.655,6199.0677,0,6199.0677,41249.19738,58787.14968,0.7016703073
7,26,15,428,293,721,30,3.3,0.15,458.688,40.217,385.16,385.16,4367.7144,385.16,4367.7144,0,4367.7144,41249.19738,58787.14968,0.7016703073
7,26,16,437,209,646,29,3,0.15,289.771,35.688,233.266,233.266,2645.23644,233.266,2645.23644,0,2645.23644,41249.19738,58787.14968,0.7016703073
7,26,17,399,126,525,28,2.5,0.15,115.243,30.828,83.776,83.776,950.01984,83.776,950.01984,0,950.01984,41249.19738,58787.14968,0.7016703073
7,26,18,1,58,59,27,1.9,0.15,52.79,28.517,43.119,43.119,488.96946,43.119,488.96946,0,488.96946,41249.19738,58787.14968,0.7016703073
7,26,19,0,0,0,27,1.7,0.15,0,27,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,26,20,0,0,0,27,1.6,0.15,0,27,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,26,21,0,0,0,26,1.6,0.15,0,26,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,26,22,0,0,0,26,1.7,0.15,0,26,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,26,23,0,0,0,26,1.8,0.15,0,26,0,0,0,0,0,0,0,41249.19738,58787.14968,0.7016703073
7,27,0,0,0,0,26,1.9,0.15,0,26,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,1,0,0,0,25,2,0.15,0,25,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,2,0,0,0,25,2.1,0.15,0,25,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,3,0,0,0,25,2.2,0.15,0,25,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,4,0,0,0,25,2.2,0.15,0,25,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,5,0,0,0,25,2.2,0.15,0,25,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,6,306,41,347,27,2.5,0.15,208.066,32.298,174.407,26.16105,296.666307,20.60716715,233.6852754,-62.98103155,1977.77538,35605.50536,52514.62146,0.6780112732
7,27,7,586,78,664,28,3,0.15,489.389,39.573,429.196,64.3794,730.062396,50.41760241,571.7356113,-158.3267847,4867.08264,35605.50536,52514.62146,0.6780112732
7,27,8,720,99,819,29,3.1,0.15,708.797,45.433,601.693,90.25395,1023.479793,72.73212088,824.7822508,-198.6975422,6823.19862,35605.50536,52514.62146,0.6780112732
7,27,9,39,296,335,30,3.3,0.15,341.081,37.589,286.466,42.9699,487.278666,253.1162269,2870.338013,2383.059347,3248.52444,35605.50536,52514.62146,0.6780112732
7,27,10,469,332,801,30,3.5,0.15,827.634,47.863,676.691,101.50365,1151.051391,280.4761698,3180.599765,2029.548374,7673.67594,35605.50536,52514.62146,0.6780112732
7,27,11,19,326,345,31,3.8,0.15,333.65,37.846,275.771,275.771,3127.24314,275.771,3127.24314,0,3127.24314,35605.50536,52514.62146,0.6780112732
7,27,12,62,460,522,31,4.1,0.15,502.873,40.879,414.279,414.279,4697.92386,414.279,4697.92386,0,4697.92386,35605.50536,52514.62146,0.6780112732
7,27,13,397,416,813,31,4.2,0.15,719.745,44.981,590.995,590.995,6701.8833,590.995,6701.8833,0,6701.8833,35605.50536,52514.62146,0.6780112732
7,27,14,252,426,678,31,4.2,0.15,551.093,41.705,457.678,457.678,5190.06852,457.678,5190.06852,0,5190.06852,35605.50536,52514.62146,0.6780112732
7,27,15,474,273,747,30,4.1,0.15,464.031,39.163,391.685,391.685,4441.7079,391.685,4441.7079,0,4441.7079,35605.50536,52514.62146,0.6780112732
7,27,16,442,207,649,29,3.9,0.15,288.784,34.786,233.031,233.031,2642.57154,233.031,2642.57154,0,2642.57154,35605.50536,52514.62146,0.6780112732
7,27,17,590,88,678,29,3.5,0.15,94.798,30.875,59.621,59.621,676.10214,59.621,676.10214,0,676.10214,35605.50536,52514.62146,0.6780112732
7,27,18,182,61,243,28,2.9,0.15,48.665,29.159,39.406,39.406,446.86404,39.406,446.86404,0,446.86404,35605.50536,52514.62146,0.6780112732
7,27,19,0,0,0,27,2.7,0.15,0,27,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,20,0,0,0,27,2.7,0.15,0,27,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,21,0,0,0,27,2.7,0.15,0,27,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,22,0,0,0,27,2.9,0.15,0,27,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,27,23,0,0,0,27,3,0.15,0,27,0,0,0,0,0,0,0,35605.50536,52514.62146,0.6780112732
7,28,0,0,0,0,26,3.1,0.15,0,26,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,1,0,0,0,26,3.2,0.15,0,26,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,2,0,0,0,26,3.3,0.15,0,26,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,3,0,0,0,26,3.2,0.15,0,26,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,4,0,0,0,26,3.1,0.15,0,26,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,5,0,0,0,26,3.2,0.15,0,26,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,6,256,41,297,27,3.5,0.15,183.464,30.944,153.673,23.05095,261.397773,21.21411785,240.5680964,-20.82967664,1742.65182,43578.38641,58133.76156,0.7496226847
7,28,7,0,100,100,28,3.9,0.15,98.353,30.009,83.378,12.5067,141.825978,83.378,945.50652,803.680542,945.50652,43578.38641,58133.76156,0.7496226847
7,28,8,676,115,791,29,4.3,0.15,694.872,42.437,596.649,89.49735,1014.899949,86.74416561,983.6788381,-31.22111095,6765.99966,43578.38641,58133.76156,0.7496226847
7,28,9,762,129,891,30,4.4,0.15,858.996,46.334,717.156,107.5734,1219.882356,103.8306667,1177.43976,-42.442596,8132.54904,43578.38641,58133.76156,0.7496226847
7,28,10,33,348,381,30,4.6,0.15,384.264,37.059,321.584,48.2376,547.014384,293.7302677,3330.901236,2783.886852,3646.76256,43578.38641,58133.76156,0.7496226847
7,28,11,308,453,761,31,4.8,0.15,770.598,44.805,632.641,632.641,7174.14894,632.641,7174.14894,0,7174.14894,43578.38641,58133.76156,0.7496226847
7,28,12,256,489,745,31,5,0.15,719.106,43.546,591.452,591.452,6707.06568,591.452,6707.06568,0,6707.06568,43578.38641,58133.76156,0.7496226847
7,28,13,808,165,973,31,5.1,0.15,829.09,45.339,685.787,685.787,7776.82458,685.787,7776.82458,0,7776.82458,43578.38641,58133.76156,0.7496226847
7,28,14,799,149,948,31,5.2,0.15,677.447,42.584,568.83,568.83,6450.5322,568.83,6450.5322,0,6450.5322,43578.38641,58133.76156,0.7496226847
7,28,15,760,137,897,30,5.1,0.15,490.392,38.49,417.38,417.38,4733.0892,417.38,4733.0892,0,4733.0892,43578.38641,58133.76156,0.7496226847
7,28,16,678,124,802,30,4.9,0.15,284.634,34.929,222.28,222.28,2520.6552,222.28,2520.6552,0,2520.6552,43578.38641,58133.76156,0.7496226847
7,28,17,326,137,463,29,4.5,0.15,124.02,31.256,94.36,94.36,1070.0424,94.36,1070.0424,0,1070.0424,43578.38641,58133.76156,0.7496226847
7,28,18,152,64,216,28,4,0.15,50.842,29.019,41.264,41.264,467.93376,41.264,467.93376,0,467.93376,43578.38641,58133.76156,0.7496226847
7,28,19,0,0,0,28,3.9,0.15,0,28,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,20,0,0,0,28,3.9,0.15,0,28,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,21,0,0,0,27,3.9,0.15,0,27,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,22,0,0,0,27,4,0.15,0,27,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,28,23,0,0,0,27,3.9,0.15,0,27,0,0,0,0,0,0,0,43578.38641,58133.76156,0.7496226847
7,29,0,0,0,0,27,3.9,0.15,0,27,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,1,0,0,0,27,3.9,0.15,0,27,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,2,0,0,0,27,3.9,0.15,0,27,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,3,0,0,0,27,3.8,0.15,0,27,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,4,0,0,0,27,3.6,0.15,0,27,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,5,0,0,0,27,3.5,0.15,0,27,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,6,0,20,20,27,3.5,0.15,18.915,27.406,14.417,2.16255,24.523317,14.417,163.48878,138.965463,163.48878,46280.51635,48962.99016,0.9452142568
7,29,7,0,102,102,28,3.7,0.15,100.608,30.117,85.337,12.80055,145.158237,85.337,967.72158,822.563343,967.72158,46280.51635,48962.99016,0.9452142568
7,29,8,7,177,184,28,3.8,0.15,180.083,31.72,153.418,23.0127,260.964018,147.5814457,1673.573594,1412.609576,1739.76012,46280.51635,48962.99016,0.9452142568
7,29,9,0,97,97,29,3.9,0.15,92.272,30.872,75.734,11.3601,128.823534,75.734,858.82356,730.000026,858.82356,46280.51635,48962.99016,0.9452142568
7,29,10,268,409,677,29,4.1,0.15,701.291,42.828,582.809,87.42135,991.358109,352.095836,3992.766781,3001.408672,6609.05406,46280.51635,48962.99016,0.9452142568
7,29,11,495,389,884,29,4.4,0.15,897.106,45.966,735.2,735.2,8337.168,735.2,8337.168,0,8337.168,46280.51635,48962.99016,0.9452142568
7,29,12,444,425,869,29,4.7,0.15,835.795,44.173,688.394,688.394,7806.38796,688.394,7806.38796,0,7806.38796,46280.51635,48962.99016,0.9452142568
7,29,13,742,208,950,29,4.9,0.15,813.7,43.426,677.519,677.519,7683.06546,677.519,7683.06546,0,7683.06546,46280.51635,48962.99016,0.9452142568
7,29,14,712,203,915,29,4.9,0.15,663.532,40.774,560.174,560.174,6352.37316,560.174,6352.37316,0,6352.37316,46280.51635,48962.99016,0.9452142568
7,29,15,292,338,630,29,4.7,0.15,432.019,36.854,366.364,366.364,4154.56776,366.364,4154.56776,0,4154.56776,46280.51635,48962.99016,0.9452142568
7,29,16,541,181,722,28,4.2,0.15,293.641,33.616,235.288,235.288,2668.16592,235.288,2668.16592,0,2668.16592,46280.51635,48962.99016,0.9452142568
7,29,17,291,142,433,28,3.6,0.15,124.836,30.596,96.766,96.766,1097.32644,96.766,1097.32644,0,1097.32644,46280.51635,48962.99016,0.9452142568
7,29,18,145,72,217,27,2.9,0.15,56.621,28.348,46.304,46.304,525.08736,46.304,525.08736,0,525.08736,46280.51635,48962.99016,0.9452142568
7,29,19,0,0,0,27,2.4,0.15,0,27,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,20,0,0,0,26,2.2,0.15,0,26,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,21,0,0,0,26,2.1,0.15,0,26,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,22,0,0,0,26,2.1,0.15,0,26,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,29,23,0,0,0,26,2,0.15,0,26,0,0,0,0,0,0,0,46280.51635,48962.99016,0.9452142568
7,30,0,0,0,0,25,2,0.15,0,25,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,1,0,0,0,25,2,0.15,0,25,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,2,0,0,0,24,1.9,0.15,0,24,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,3,0,0,0,24,1.8,0.15,0,24,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,4,0,0,0,24,1.7,0.15,0,24,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,5,0,0,0,24,1.7,0.15,0,24,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,6,162,50,212,24,1.8,0.15,145.772,28.253,121.913,18.28695,207.374013,28.75306604,326.0597689,118.6857559,1382.49342,45037.08087,68368.53114,0.6587399219
7,30,7,441,114,555,26,1.8,0.15,433.011,38.821,378.954,56.8431,644.600754,77.8392,882.696528,238.095774,4297.33836,45037.08087,68368.53114,0.6587399219
7,30,8,608,147,755,28,1.6,0.15,675.697,48.828,564.217,84.63255,959.733117,109.8541709,1245.746298,286.0131806,6398.22078,45037.08087,68368.53114,0.6587399219
7,30,9,709,165,874,29,1.6,0.15,853.566,55.23,685.631,102.84465,1166.258331,129.4383467,1467.830851,301.5725204,7775.05554,45037.08087,68368.53114,0.6587399219
7,30,10,830,137,967,30,1.8,0.15,966.93,58.412,760.338,114.0507,1293.334938,107.7211024,1221.557301,-71.77763703,8622.23292,45037.08087,68368.53114,0.6587399219
7,30,11,854,144,998,30,2.1,0.15,994.289,57.443,781.297,781.297,8859.90798,781.297,8859.90798,0,8859.90798,45037.08087,68368.53114,0.6587399219
7,30,12,864,147,1011,31,2.3,0.15,953.524,56.302,752.168,752.168,8529.58512,752.168,8529.58512,0,8529.58512,45037.08087,68368.53114,0.6587399219
7,30,13,859,145,1004,31,2.4,0.15,849.84,53.132,680.847,680.847,7720.80498,680.847,7720.80498,0,7720.80498,45037.08087,68368.53114,0.6587399219
7,30,14,839,139,978,31,2.6,0.15,695.274,48.469,570.098,570.098,6464.91132,570.098,6464.91132,0,6464.91132,45037.08087,68368.53114,0.6587399219
7,30,15,798,130,928,30,2.7,0.15,500.583,42.353,419.382,419.382,4755.79188,419.382,4755.79188,0,4755.79188,45037.08087,68368.53114,0.6587399219
7,30,16,727,115,842,30,2.7,0.15,288.227,36.924,221.733,221.733,2514.45222,221.733,2514.45222,0,2514.45222,45037.08087,68368.53114,0.6587399219
7,30,17,602,92,694,29,2.5,0.15,94.799,31.233,60.488,60.488,685.93392,60.488,685.93392,0,685.93392,45037.08087,68368.53114,0.6587399219
7,30,18,354,53,407,27,2.3,0.15,39.724,28.053,31.905,31.905,361.8027,31.905,361.8027,0,361.8027,45037.08087,68368.53114,0.6587399219
7,30,19,0,0,0,26,2.2,0.15,0,26,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,20,0,0,0,25,2.3,0.15,0,25,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,21,0,0,0,25,2.2,0.15,0,25,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,22,0,0,0,24,2,0.15,0,24,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,30,23,0,0,0,24,1.8,0.15,0,24,0,0,0,0,0,0,0,45037.08087,68368.53114,0.6587399219
7,31,0,0,0,0,24,1.5,0.15,0,24,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,1,0,0,0,24,1.2,0.15,0,24,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,2,0,0,0,24,1,0.15,0,24,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,3,0,0,0,24,0.8,0.15,0,24,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,4,0,0,0,24,0.8,0.15,0,24,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,5,0,0,0,24,0.8,0.15,0,24,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,6,242,45,287,25,0.9,0.15,182.548,31.571,151.64,22.746,257.93964,23.77630662,269.6233171,11.68367707,1719.5976,44315.95931,69084.85626,0.6414713978
7,31,7,534,92,626,27,1,0.15,470.252,43.759,404.677,60.70155,688.355577,59.47329712,674.4271894,-13.92838761,4589.03718,44315.95931,69084.85626,0.6414713978
7,31,8,682,119,801,28,1,0.15,702.941,52.976,577.701,86.65515,982.669401,85.82574157,973.2639094,-9.405491562,6551.12934,44315.95931,69084.85626,0.6414713978
7,31,9,764,137,901,29,1,0.15,868.252,59.754,684.585,102.68775,1164.479085,104.0933907,1180.41905,15.93996528,7763.1939,44315.95931,69084.85626,0.6414713978
7,31,10,813,148,961,30,1.5,0.15,969.036,60.394,755.055,113.25825,1284.348555,116.2831842,1318.651309,34.30275364,8562.3237,44315.95931,69084.85626,0.6414713978
7,31,11,841,154,995,31,2,0.15,990.716,58.896,773.458,773.458,8771.01372,773.458,8771.01372,0,8771.01372,44315.95931,69084.85626,0.6414713978
7,31,12,852,154,1006,31,2.5,0.15,948.123,55.232,751.292,751.292,8519.65128,751.292,8519.65128,0,8519.65128,44315.95931,69084.85626,0.6414713978
7,31,13,837,159,996,31,3,0.15,845.357,50.79,683.744,683.744,7753.65696,683.744,7753.65696,0,7753.65696,44315.95931,69084.85626,0.6414713978
7,31,14,814,153,967,31,3.3,0.15,688.232,46.351,569.083,569.083,6453.40122,569.083,6453.40122,0,6453.40122,44315.95931,69084.85626,0.6414713978
7,31,15,769,144,913,30,3.4,0.15,497.367,40.916,418.804,418.804,4749.23736,418.804,4749.23736,0,4749.23736,44315.95931,69084.85626,0.6414713978
7,31,16,691,128,819,29,3.2,0.15,287.603,35.353,223.515,223.515,2534.6601,223.515,2534.6601,0,2534.6601,44315.95931,69084.85626,0.6414713978
7,31,17,564,100,664,28,2.8,0.15,98.058,30.219,65.321,65.321,740.74014,65.321,740.74014,0,740.74014,44315.95931,69084.85626,0.6414713978
7,31,18,318,55,373,27,2.4,0.15,41.358,28.076,33.264,33.264,377.21376,33.264,377.21376,0,377.21376,44315.95931,69084.85626,0.6414713978
7,31,19,0,0,0,26,3.2,0.13,0,26,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,20,0,0,0,26,3.3,0.13,0,26,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,21,0,0,0,25,3.3,0.13,0,25,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,22,0,0,0,25,3.4,0.13,0,25,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
7,31,23,0,0,0,25,3.6,0.13,0,25,0,0,0,0,0,0,0,44315.95931,69084.85626,0.6414713978
8,1,0,0,0,0,25,3.8,0.13,0,25,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,1,0,0,0,25,4,0.13,0,25,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,2,0,0,0,25,4.1,0.13,0,25,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,3,0,0,0,25,4,0.13,0,25,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,4,0,0,0,25,3.9,0.13,0,25,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,5,0,0,0,25,3.8,0.13,0,25,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,6,0,38,38,25,3.9,0.13,38.26,25.772,30.312,4.5468,51.560712,30.312,343.73808,292.177368,343.73808,25076.61832,28932.80796,0.866719136
8,1,7,246,127,373,26,4.1,0.13,312.65,32.227,277.857,41.67855,472.634757,94.60546649,1072.82599,600.191233,3150.89838,25076.61832,28932.80796,0.866719136
8,1,8,185,236,421,27,4.6,0.13,409.527,34.582,356.827,53.52405,606.962727,200.0265368,2268.300928,1661.338201,4046.41818,25076.61832,28932.80796,0.866719136
8,1,9,0,119,119,27,5.1,0.13,113.651,28.961,94.948,14.2422,161.506548,94.948,1076.71032,915.203772,1076.71032,25076.61832,28932.80796,0.866719136
8,1,10,0,142,142,28,5.4,0.13,135.927,30.256,112.803,16.92045,191.877903,112.803,1279.18602,1087.308117,1279.18602,25076.61832,28932.80796,0.866719136
8,1,11,17,312,329,28,5.3,0.13,317.684,33.333,267.217,267.217,3030.24078,267.217,3030.24078,0,3030.24078,25076.61832,28932.80796,0.866719136
8,1,12,17,316,333,28,4.8,0.13,317.725,33.675,266.409,266.409,3021.07806,266.409,3021.07806,0,3021.07806,25076.61832,28932.80796,0.866719136
8,1,13,22,348,370,27,4.4,0.13,346.564,33.53,291.787,291.787,3308.86458,291.787,3308.86458,0,3308.86458,25076.61832,28932.80796,0.866719136
8,1,14,7,194,201,27,4.2,0.13,187.493,30.635,157.204,157.204,1782.69336,157.204,1782.69336,0,1782.69336,25076.61832,28932.80796,0.866719136
8,1,15,147,355,502,26,4.2,0.13,379.233,33.372,324.473,324.473,3679.52382,324.473,3679.52382,0,3679.52382,25076.61832,28932.80796,0.866719136
8,1,16,244,249,493,26,4.1,0.13,268.927,31.266,224.385,224.385,2544.5259,224.385,2544.5259,0,2544.5259,25076.61832,28932.80796,0.866719136
8,1,17,200,150,350,25,4,0.13,129.657,27.569,106.024,106.024,1202.31216,106.024,1202.31216,0,1202.31216,25076.61832,28932.80796,0.866719136
8,1,18,16,57,73,25,4,0.13,50.133,26.004,41.148,41.148,466.61832,41.148,466.61832,0,466.61832,25076.61832,28932.80796,0.866719136
8,1,19,0,0,0,25,4,0.13,0,25,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,20,0,0,0,25,4.1,0.13,0,25,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,21,0,0,0,25,4.2,0.13,0,25,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,22,0,0,0,24,4.6,0.13,0,24,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,1,23,0,0,0,24,5.2,0.13,0,24,0,0,0,0,0,0,0,25076.61832,28932.80796,0.866719136
8,2,0,0,0,0,24,5.8,0.13,0,24,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,1,0,0,0,23,6,0.13,0,23,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,2,0,0,0,23,5.9,0.13,0,23,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,3,0,0,0,23,5.7,0.13,0,23,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,4,0,0,0,24,5.3,0.13,0,24,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,5,0,0,0,24,4.9,0.13,0,24,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,6,141,45,186,24,4.7,0.13,128.984,26.331,107.618,16.1427,183.058218,26.0366129,295.2551903,112.1969723,1220.38812,38937.7764,44884.55916,0.8675093869
8,2,7,154,133,287,25,4.7,0.13,251.718,29.616,223.995,33.59925,381.015495,103.802561,1177.121041,796.1055465,2540.1033,38937.7764,44884.55916,0.8675093869
8,2,8,323,215,538,26,5,0.13,506.756,34.92,444.402,66.6603,755.927802,177.5955948,2013.934045,1258.006243,5039.51868,38937.7764,44884.55916,0.8675093869
8,2,9,64,315,379,27,5.5,0.13,384.971,33.337,330.603,49.59045,562.355703,274.7755805,3115.955083,2553.59938,3749.03802,38937.7764,44884.55916,0.8675093869
8,2,10,0,141,141,28,5.8,0.13,134.955,30.138,112.026,16.8039,190.556226,112.026,1270.37484,1079.818614,1270.37484,38937.7764,44884.55916,0.8675093869
8,2,11,284,459,743,28,6.1,0.13,751.524,39.527,630.216,630.216,7146.64944,630.216,7146.64944,0,7146.64944,38937.7764,44884.55916,0.8675093869
8,2,12,245,490,735,28,6.3,0.13,705.474,38.577,592.075,592.075,6714.1305,592.075,6714.1305,0,6714.1305,38937.7764,44884.55916,0.8675093869
8,2,13,98,471,569,28,6.4,0.13,521.946,35.734,440.437,440.437,4994.55558,440.437,4994.55558,0,4994.55558,38937.7764,44884.55916,0.8675093869
8,2,14,795,146,941,28,6.5,0.13,666.422,37.828,570.698,570.698,6471.71532,570.698,6471.71532,0,6471.71532,38937.7764,44884.55916,0.8675093869
8,2,15,14,244,258,28,6.2,0.13,232.532,31.529,197.183,197.183,2236.05522,197.183,2236.05522,0,2236.05522,38937.7764,44884.55916,0.8675093869
8,2,16,23,213,236,27,5.6,0.13,199.36,30.244,170.283,170.283,1931.00922,170.283,1931.00922,0,1931.00922,38937.7764,44884.55916,0.8675093869
8,2,17,19,135,154,26,4.8,0.13,121.183,28.183,103.761,103.761,1176.64974,103.761,1176.64974,0,1176.64974,38937.7764,44884.55916,0.8675093869
8,2,18,0,46,46,25,4.2,0.13,42.691,25.831,34.777,34.777,394.37118,34.777,394.37118,0,394.37118,38937.7764,44884.55916,0.8675093869
8,2,19,0,0,0,25,4.1,0.13,0,25,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,20,0,0,0,25,4.4,0.13,0,25,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,21,0,0,0,25,4.7,0.13,0,25,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,22,0,0,0,24,5,0.13,0,24,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,2,23,0,0,0,24,5.2,0.13,0,24,0,0,0,0,0,0,0,38937.7764,44884.55916,0.8675093869
8,3,0,0,0,0,24,5.5,0.13,0,24,0,0,0,0,0,0,0,18626.01196,18644.3208,0.9990179939
8,3,1,0,0,0,24,5.7,0.13,0,24,0,0,0,0,0,0,0,18626.01196,18644.3208,0.9990179939
8,3,2,0,0,0,24,6,0.13,0,24,0,0,0,0,0,0,0,18626.01196,18644.3208,0.9990179939
8,3,3,0,0,0,25,6.2,0.13,0,25,0,0,0,0,0,0,0,18626.01196,18644.3208,0.9990179939
8,3,4,0,0,0,25,6.2,0.13,0,25,0,0,0,0,0,0,0,18626.01196,18644.3208,0.9990179939
